Code,Name
CURRFX/RUBHTG,Currency Exchange Rates - RUB vs HTG
CURRFX/RUBCOP,Currency Exchange Rates - RUB vs COP
CURRFX/RUBMGA,Currency Exchange Rates - RUB vs MGA
CURRFX/RUBDOP,Currency Exchange Rates - RUB vs DOP
CURRFX/RUBKES,Currency Exchange Rates - RUB vs KES
CURRFX/RUBECS,Currency Exchange Rates - RUB vs ECS
CURRFX/RUBKGS,Currency Exchange Rates - RUB vs KGS
CURRFX/RUBGNF,Currency Exchange Rates - RUB vs GNF
CURRFX/RUBNZD,Currency Exchange Rates - RUB vs NZD
CURRFX/RUBTND,Currency Exchange Rates - RUB vs TND
CURRFX/RUBIQD,Currency Exchange Rates - RUB vs IQD
CURRFX/RUBLYD,Currency Exchange Rates - RUB vs LYD
CURRFX/RUBMMK,Currency Exchange Rates - RUB vs MMK
CURRFX/RUBHUF,Currency Exchange Rates - RUB vs HUF
CURRFX/RUBMOP,Currency Exchange Rates - RUB vs MOP
CURRFX/RUBINR,Currency Exchange Rates - RUB vs INR
CURRFX/RUBSBD,Currency Exchange Rates - RUB vs SBD
CURRFX/RUBNAD,Currency Exchange Rates - RUB vs NAD
CURRFX/RUBKWD,Currency Exchange Rates - RUB vs KWD
CURRFX/RUBNOK,Currency Exchange Rates - RUB vs NOK
CURRFX/RUBKRW,Currency Exchange Rates - RUB vs KRW
CURRFX/RWFIDR,Currency Exchange Rates - RWF vs IDR
CURRFX/RUBLKR,Currency Exchange Rates - RUB vs LKR
CURRFX/RUBPHP,Currency Exchange Rates - RUB vs PHP
CURRFX/RUBVND,Currency Exchange Rates - RUB vs VND
CURRFX/RUBMVR,Currency Exchange Rates - RUB vs MVR
CURRFX/RUBSAR,Currency Exchange Rates - RUB vs SAR
CURRFX/RUBSGD,Currency Exchange Rates - RUB vs SGD
CURRFX/RUBSOS,Currency Exchange Rates - RUB vs SOS
CURRFX/RUBSZL,Currency Exchange Rates - RUB vs SZL
CURRFX/RUBRON,Currency Exchange Rates - RUB vs RON
CURRFX/RUBPGK,Currency Exchange Rates - RUB vs PGK
CURRFX/SARIDR,Currency Exchange Rates - SAR vs IDR
CURRFX/RUBTZS,Currency Exchange Rates - RUB vs TZS
CURRFX/XAFGBP,Currency Exchange Rates - XAF vs GBP
CURRFX/SARINR,Currency Exchange Rates - SAR vs INR
CURRFX/SLLCNY,Currency Exchange Rates - SLL vs CNY
CURRFX/SBDRUB,Currency Exchange Rates - SBD vs RUB
CURRFX/RUBSLL,Currency Exchange Rates - RUB vs SLL
CURRFX/SOSIDR,Currency Exchange Rates - SOS vs IDR
CURRFX/RUBTOP,Currency Exchange Rates - RUB vs TOP
CURRFX/RWFRUB,Currency Exchange Rates - RWF vs RUB
CURRFX/RUBUAH,Currency Exchange Rates - RUB vs UAH
CURRFX/SRDIDR,Currency Exchange Rates - SRD vs IDR
CURRFX/SBDGBP,Currency Exchange Rates - SBD vs GBP
CURRFX/SEKGBP,Currency Exchange Rates - SEK vs GBP
CURRFX/RUBWST,Currency Exchange Rates - RUB vs WST
CURRFX/SBDINR,Currency Exchange Rates - SBD vs INR
CURRFX/STDGBP,Currency Exchange Rates - STD vs GBP
CURRFX/RUBZMW,Currency Exchange Rates - RUB vs ZMW
CURRFX/SYPIDR,Currency Exchange Rates - SYP vs IDR
CURRFX/TWDRUB,Currency Exchange Rates - TWD vs RUB
CURRFX/RWFINR,Currency Exchange Rates - RWF vs INR
CURRFX/TRYRUB,Currency Exchange Rates - TRY vs RUB
CURRFX/SDGINR,Currency Exchange Rates - SDG vs INR
CURRFX/TNDUSD,Currency Exchange Rates - TND vs USD
CURRFX/SCRGBP,Currency Exchange Rates - SCR vs GBP
CURRFX/SRDCNY,Currency Exchange Rates - SRD vs CNY
CURRFX/SDGRUB,Currency Exchange Rates - SDG vs RUB
CURRFX/USDLBP,Currency Exchange Rates - USD vs LBP
CURRFX/TWDCNY,Currency Exchange Rates - TWD vs CNY
CURRFX/SOSINR,Currency Exchange Rates - SOS vs INR
CURRFX/SGDINR,Currency Exchange Rates - SGD vs INR
CURRFX/TMTIDR,Currency Exchange Rates - TMT vs IDR
CURRFX/SLLINR,Currency Exchange Rates - SLL vs INR
CURRFX/TOPIDR,Currency Exchange Rates - TOP vs IDR
CURRFX/TRYGBP,Currency Exchange Rates - TRY vs GBP
CURRFX/VUVRUB,Currency Exchange Rates - VUV vs RUB
CURRFX/STDRUB,Currency Exchange Rates - STD vs RUB
CURRFX/SVCCNY,Currency Exchange Rates - SVC vs CNY
CURRFX/UGXINR,Currency Exchange Rates - UGX vs INR
CURRFX/SYPRUB,Currency Exchange Rates - SYP vs RUB
CURRFX/TJSRUB,Currency Exchange Rates - TJS vs RUB
CURRFX/TZSCNY,Currency Exchange Rates - TZS vs CNY
CURRFX/THBINR,Currency Exchange Rates - THB vs INR
CURRFX/THBIDR,Currency Exchange Rates - THB vs IDR
CURRFX/USDRUB,Currency Exchange Rates - USD vs RUB
CURRFX/TJSCNY,Currency Exchange Rates - TJS vs CNY
CURRFX/TOPINR,Currency Exchange Rates - TOP vs INR
CURRFX/TOPRUB,Currency Exchange Rates - TOP vs RUB
CURRFX/TJSGBP,Currency Exchange Rates - TJS vs GBP
CURRFX/UZSIDR,Currency Exchange Rates - UZS vs IDR
CURRFX/TRYIDR,Currency Exchange Rates - TRY vs IDR
CURRFX/VEFINR,Currency Exchange Rates - VEF vs INR
CURRFX/UAHINR,Currency Exchange Rates - UAH vs INR
CURRFX/ZARINR,Currency Exchange Rates - ZAR vs INR
CURRFX/UGXGBP,Currency Exchange Rates - UGX vs GBP
CURRFX/VUVIDR,Currency Exchange Rates - VUV vs IDR
CURRFX/UAHIDR,Currency Exchange Rates - UAH vs IDR
CURRFX/UAHRUB,Currency Exchange Rates - UAH vs RUB
CURRFX/USDUYU,Currency Exchange Rates - USD vs UYU
CURRFX/UYUGBP,Currency Exchange Rates - UYU vs GBP
CURRFX/VEFRUB,Currency Exchange Rates - VEF vs RUB
CURRFX/VNDCNY,Currency Exchange Rates - VND vs CNY
CURRFX/WSTRUB,Currency Exchange Rates - WST vs RUB
CURRFX/UYUINR,Currency Exchange Rates - UYU vs INR
CURRFX/XOFCNY,Currency Exchange Rates - XOF vs CNY
CURRFX/UZSGBP,Currency Exchange Rates - UZS vs GBP
CURRFX/UZSCNY,Currency Exchange Rates - UZS vs CNY
CURRFX/XAFINR,Currency Exchange Rates - XAF vs INR
CURRFX/UZSRUB,Currency Exchange Rates - UZS vs RUB
CURRFX/XPFGBP,Currency Exchange Rates - XPF vs GBP
CURRFX/VUVCNY,Currency Exchange Rates - VUV vs CNY
CURRFX/WSTCNY,Currency Exchange Rates - WST vs CNY
CURRFX/XPFRUB,Currency Exchange Rates - XPF vs RUB
CURRFX/XCDCNY,Currency Exchange Rates - XCD vs CNY
CURRFX/ZMWCNY,Currency Exchange Rates - ZMW vs CNY
CURRFX/XOFIDR,Currency Exchange Rates - XOF vs IDR
CURRFX/XPFIDR,Currency Exchange Rates - XPF vs IDR
CURRFX/ZARCNY,Currency Exchange Rates - ZAR vs CNY
CURRFX/ZARGBP,Currency Exchange Rates - ZAR vs GBP
CURRFX/ZARIDR,Currency Exchange Rates - ZAR vs IDR
CURRFX/EURIRR,Currency Exchange Rates - EUR vs IRR
CURRFX/AUDMZN,Currency Exchange Rates - AUD vs MZN
CURRFX/CLPGBP,Currency Exchange Rates - CLP vs GBP
CURRFX/CADCHF,Currency Exchange Rates - CAD vs CHF
CURRFX/CNYETB,Currency Exchange Rates - CNY vs ETB
CURRFX/CZKUSD,Currency Exchange Rates - CZK vs USD
CURRFX/EURSOS,Currency Exchange Rates - EUR vs SOS
CURRFX/GBPMOP,Currency Exchange Rates - GBP vs MOP
CURRFX/MNTGBP,Currency Exchange Rates - MNT vs GBP
CURRFX/USDPLN,Currency Exchange Rates - USD vs PLN
CURRFX/AWGINR,Currency Exchange Rates - AWG vs INR
CURRFX/BBDINR,Currency Exchange Rates - BBD vs INR
CURRFX/BHDRUB,Currency Exchange Rates - BHD vs RUB
CURRFX/AWGIDR,Currency Exchange Rates - AWG vs IDR
CURRFX/CHFCNY,Currency Exchange Rates - CHF vs CNY
CURRFX/CNYECS,Currency Exchange Rates - CNY vs ECS
CURRFX/CNYNAD,Currency Exchange Rates - CNY vs NAD
CURRFX/ARSIDR,Currency Exchange Rates - ARS vs IDR
CURRFX/AUDCNY,Currency Exchange Rates - AUD vs CNY
CURRFX/BMDGBP,Currency Exchange Rates - BMD vs GBP
CURRFX/BSDGBP,Currency Exchange Rates - BSD vs GBP
CURRFX/CNYHRK,Currency Exchange Rates - CNY vs HRK
CURRFX/CNYSDG,Currency Exchange Rates - CNY vs SDG
CURRFX/BBDGBP,Currency Exchange Rates - BBD vs GBP
CURRFX/CNYCOP,Currency Exchange Rates - CNY vs COP
CURRFX/CNYSVC,Currency Exchange Rates - CNY vs SVC
CURRFX/BAMRUB,Currency Exchange Rates - BAM vs RUB
CURRFX/BHDINR,Currency Exchange Rates - BHD vs INR
CURRFX/BNDRUB,Currency Exchange Rates - BND vs RUB
CURRFX/AUDINR,Currency Exchange Rates - AUD vs INR
CURRFX/AZNINR,Currency Exchange Rates - AZN vs INR
CURRFX/BGNCNY,Currency Exchange Rates - BGN vs CNY
CURRFX/AUDRUB,Currency Exchange Rates - AUD vs RUB
CURRFX/CNYANG,Currency Exchange Rates - CNY vs ANG
CURRFX/CNYDJF,Currency Exchange Rates - CNY vs DJF
CURRFX/AUDVUV,Currency Exchange Rates - AUD vs VUV
CURRFX/CNYGNF,Currency Exchange Rates - CNY vs GNF
CURRFX/BBDRUB,Currency Exchange Rates - BBD vs RUB
CURRFX/AUDJOD,Currency Exchange Rates - AUD vs JOD
CURRFX/CNYBHD,Currency Exchange Rates - CNY vs BHD
CURRFX/AUDGBP,Currency Exchange Rates - AUD vs GBP
CURRFX/CNYLSL,Currency Exchange Rates - CNY vs LSL
CURRFX/CNYVND,Currency Exchange Rates - CNY vs VND
CURRFX/BBDCNY,Currency Exchange Rates - BBD vs CNY
CURRFX/BYRRUB,Currency Exchange Rates - BYR vs RUB
CURRFX/CNYJOD,Currency Exchange Rates - CNY vs JOD
CURRFX/BIFINR,Currency Exchange Rates - BIF vs INR
CURRFX/BWPIDR,Currency Exchange Rates - BWP vs IDR
CURRFX/CNYGBP,Currency Exchange Rates - CNY vs GBP
CURRFX/BZDINR,Currency Exchange Rates - BZD vs INR
CURRFX/CNYMWK,Currency Exchange Rates - CNY vs MWK
CURRFX/COPGBP,Currency Exchange Rates - COP vs GBP
CURRFX/CNYDOP,Currency Exchange Rates - CNY vs DOP
CURRFX/CNYRON,Currency Exchange Rates - CNY vs RON
CURRFX/CNYUSD,Currency Exchange Rates - CNY vs USD
CURRFX/CDFRUB,Currency Exchange Rates - CDF vs RUB
CURRFX/CNYIRR,Currency Exchange Rates - CNY vs IRR
CURRFX/CNYBZD,Currency Exchange Rates - CNY vs BZD
CURRFX/CNYGTQ,Currency Exchange Rates - CNY vs GTQ
CURRFX/GBPISK,Currency Exchange Rates - GBP vs ISK
CURRFX/CNYKYD,Currency Exchange Rates - CNY vs KYD
CURRFX/CUPIDR,Currency Exchange Rates - CUP vs IDR
CURRFX/BRLIDR,Currency Exchange Rates - BRL vs IDR
CURRFX/CNYAED,Currency Exchange Rates - CNY vs AED
CURRFX/CNYMMK,Currency Exchange Rates - CNY vs MMK
CURRFX/BSDCNY,Currency Exchange Rates - BSD vs CNY
CURRFX/CNYPHP,Currency Exchange Rates - CNY vs PHP
CURRFX/CNYUAH,Currency Exchange Rates - CNY vs UAH
CURRFX/CNYMDL,Currency Exchange Rates - CNY vs MDL
CURRFX/FKPGBP,Currency Exchange Rates - FKP vs GBP
CURRFX/CLPRUB,Currency Exchange Rates - CLP vs RUB
CURRFX/CNYRSD,Currency Exchange Rates - CNY vs RSD
CURRFX/DJFCNY,Currency Exchange Rates - DJF vs CNY
CURRFX/GBPAWG,Currency Exchange Rates - GBP vs AWG
CURRFX/CNYFJD,Currency Exchange Rates - CNY vs FJD
CURRFX/CNYKMF,Currency Exchange Rates - CNY vs KMF
CURRFX/COPINR,Currency Exchange Rates - COP vs INR
CURRFX/COPRUB,Currency Exchange Rates - COP vs RUB
CURRFX/DZDINR,Currency Exchange Rates - DZD vs INR
CURRFX/FJDCNY,Currency Exchange Rates - FJD vs CNY
CURRFX/CNYUYU,Currency Exchange Rates - CNY vs UYU
CURRFX/DZDRUB,Currency Exchange Rates - DZD vs RUB
CURRFX/IDRALL,Currency Exchange Rates - IDR vs ALL
CURRFX/CNYJMD,Currency Exchange Rates - CNY vs JMD
CURRFX/CNYNGN,Currency Exchange Rates - CNY vs NGN
CURRFX/ETBIDR,Currency Exchange Rates - ETB vs IDR
CURRFX/CNYTJS,Currency Exchange Rates - CNY vs TJS
CURRFX/EURKRW,Currency Exchange Rates - EUR vs KRW
CURRFX/COPIDR,Currency Exchange Rates - COP vs IDR
CURRFX/CZKCNY,Currency Exchange Rates - CZK vs CNY
CURRFX/EGPIDR,Currency Exchange Rates - EGP vs IDR
CURRFX/CNYTHB,Currency Exchange Rates - CNY vs THB
CURRFX/GBPPEN,Currency Exchange Rates - GBP vs PEN
CURRFX/GBPTTD,Currency Exchange Rates - GBP vs TTD
CURRFX/CZKIDR,Currency Exchange Rates - CZK vs IDR
CURRFX/EURRUB,Currency Exchange Rates - EUR vs RUB
CURRFX/GBPHUF,Currency Exchange Rates - GBP vs HUF
CURRFX/DOPRUB,Currency Exchange Rates - DOP vs RUB
CURRFX/GBPAFN,Currency Exchange Rates - GBP vs AFN
CURRFX/GBPMKD,Currency Exchange Rates - GBP vs MKD
CURRFX/GBPAMD,Currency Exchange Rates - GBP vs AMD
CURRFX/GBPMXN,Currency Exchange Rates - GBP vs MXN
CURRFX/GIPUSD,Currency Exchange Rates - GIP vs USD
CURRFX/CNYZAR,Currency Exchange Rates - CNY vs ZAR
CURRFX/EGPCNY,Currency Exchange Rates - EGP vs CNY
CURRFX/GBPBRL,Currency Exchange Rates - GBP vs BRL
CURRFX/CRCUSD,Currency Exchange Rates - CRC vs USD
CURRFX/GBPBWP,Currency Exchange Rates - GBP vs BWP
CURRFX/DKKCNY,Currency Exchange Rates - DKK vs CNY
CURRFX/GBPBDT,Currency Exchange Rates - GBP vs BDT
CURRFX/GBPLAK,Currency Exchange Rates - GBP vs LAK
CURRFX/DKKINR,Currency Exchange Rates - DKK vs INR
CURRFX/EURBMD,Currency Exchange Rates - EUR vs BMD
CURRFX/GBPCUP,Currency Exchange Rates - GBP vs CUP
CURRFX/GBPMNT,Currency Exchange Rates - GBP vs MNT
CURRFX/GBPVND,Currency Exchange Rates - GBP vs VND
CURRFX/GBPILS,Currency Exchange Rates - GBP vs ILS
CURRFX/INREGP,Currency Exchange Rates - INR vs EGP
CURRFX/INRJMD,Currency Exchange Rates - INR vs JMD
CURRFX/EGPINR,Currency Exchange Rates - EGP vs INR
CURRFX/GBPARS,Currency Exchange Rates - GBP vs ARS
CURRFX/GBPKMF,Currency Exchange Rates - GBP vs KMF
CURRFX/GBPVUV,Currency Exchange Rates - GBP vs VUV
CURRFX/HTGCNY,Currency Exchange Rates - HTG vs CNY
CURRFX/IDRBBD,Currency Exchange Rates - IDR vs BBD
CURRFX/GBPDZD,Currency Exchange Rates - GBP vs DZD
CURRFX/GYDINR,Currency Exchange Rates - GYD vs INR
CURRFX/IDRGMD,Currency Exchange Rates - IDR vs GMD
CURRFX/GBPFKP,Currency Exchange Rates - GBP vs FKP
CURRFX/GBPNIO,Currency Exchange Rates - GBP vs NIO
CURRFX/GBPSYP,Currency Exchange Rates - GBP vs SYP
CURRFX/FKPIDR,Currency Exchange Rates - FKP vs IDR
CURRFX/GBPBTN,Currency Exchange Rates - GBP vs BTN
CURRFX/GBPLKR,Currency Exchange Rates - GBP vs LKR
CURRFX/GBPKYD,Currency Exchange Rates - GBP vs KYD
CURRFX/IDRAUD,Currency Exchange Rates - IDR vs AUD
CURRFX/IDRCOP,Currency Exchange Rates - IDR vs COP
CURRFX/GBPCHF,Currency Exchange Rates - GBP vs CHF
CURRFX/HNLIDR,Currency Exchange Rates - HNL vs IDR
CURRFX/KYDCNY,Currency Exchange Rates - KYD vs CNY
CURRFX/GBPECS,Currency Exchange Rates - GBP vs ECS
CURRFX/GBPMWK,Currency Exchange Rates - GBP vs MWK
CURRFX/GBPWST,Currency Exchange Rates - GBP vs WST
CURRFX/GMDRUB,Currency Exchange Rates - GMD vs RUB
CURRFX/HKDCNY,Currency Exchange Rates - HKD vs CNY
CURRFX/IDRBMD,Currency Exchange Rates - IDR vs BMD
CURRFX/GBPKHR,Currency Exchange Rates - GBP vs KHR
CURRFX/GBPSOS,Currency Exchange Rates - GBP vs SOS
CURRFX/GBPZAR,Currency Exchange Rates - GBP vs ZAR
CURRFX/GBPTZS,Currency Exchange Rates - GBP vs TZS
CURRFX/HUFINR,Currency Exchange Rates - HUF vs INR
CURRFX/GBPMUR,Currency Exchange Rates - GBP vs MUR
CURRFX/INRPEN,Currency Exchange Rates - INR vs PEN
CURRFX/GBPQAR,Currency Exchange Rates - GBP vs QAR
CURRFX/GNFRUB,Currency Exchange Rates - GNF vs RUB
CURRFX/HNLGBP,Currency Exchange Rates - HNL vs GBP
CURRFX/GBPSGD,Currency Exchange Rates - GBP vs SGD
CURRFX/GTQGBP,Currency Exchange Rates - GTQ vs GBP
CURRFX/HKDGBP,Currency Exchange Rates - HKD vs GBP
CURRFX/IDRGBP,Currency Exchange Rates - IDR vs GBP
CURRFX/IDRSOS,Currency Exchange Rates - IDR vs SOS
CURRFX/IDRARS,Currency Exchange Rates - IDR vs ARS
CURRFX/IDRUAH,Currency Exchange Rates - IDR vs UAH
CURRFX/INRIDR,Currency Exchange Rates - INR vs IDR
CURRFX/GBPTND,Currency Exchange Rates - GBP vs TND
CURRFX/GELGBP,Currency Exchange Rates - GEL vs GBP
CURRFX/IDRGHS,Currency Exchange Rates - IDR vs GHS
CURRFX/IDRXAF,Currency Exchange Rates - IDR vs XAF
CURRFX/INRKYD,Currency Exchange Rates - INR vs KYD
CURRFX/GBPXCD,Currency Exchange Rates - GBP vs XCD
CURRFX/IDRECS,Currency Exchange Rates - IDR vs ECS
CURRFX/IDRAMD,Currency Exchange Rates - IDR vs AMD
CURRFX/IDRCUP,Currency Exchange Rates - IDR vs CUP
CURRFX/IDRPLN,Currency Exchange Rates - IDR vs PLN
CURRFX/GYDRUB,Currency Exchange Rates - GYD vs RUB
CURRFX/IDRBHD,Currency Exchange Rates - IDR vs BHD
CURRFX/IDRKHR,Currency Exchange Rates - IDR vs KHR
CURRFX/HRKCNY,Currency Exchange Rates - HRK vs CNY
CURRFX/IDRCRC,Currency Exchange Rates - IDR vs CRC
CURRFX/IDRHUF,Currency Exchange Rates - IDR vs HUF
CURRFX/GYDIDR,Currency Exchange Rates - GYD vs IDR
CURRFX/IDRBGN,Currency Exchange Rates - IDR vs BGN
CURRFX/IDRVND,Currency Exchange Rates - IDR vs VND
CURRFX/HKDIDR,Currency Exchange Rates - HKD vs IDR
CURRFX/IDREGP,Currency Exchange Rates - IDR vs EGP
CURRFX/IDRTZS,Currency Exchange Rates - IDR vs TZS
CURRFX/IDRAOA,Currency Exchange Rates - IDR vs AOA
CURRFX/IDRCZK,Currency Exchange Rates - IDR vs CZK
CURRFX/IDRSAR,Currency Exchange Rates - IDR vs SAR
CURRFX/IDRETB,Currency Exchange Rates - IDR vs ETB
CURRFX/IDROMR,Currency Exchange Rates - IDR vs OMR
CURRFX/IDRGIP,Currency Exchange Rates - IDR vs GIP
CURRFX/IDRPGK,Currency Exchange Rates - IDR vs PGK
CURRFX/IDRYER,Currency Exchange Rates - IDR vs YER
CURRFX/IDRTTD,Currency Exchange Rates - IDR vs TTD
CURRFX/IDRMXN,Currency Exchange Rates - IDR vs MXN
CURRFX/INRCDF,Currency Exchange Rates - INR vs CDF
CURRFX/INRGMD,Currency Exchange Rates - INR vs GMD
CURRFX/IDRSBD,Currency Exchange Rates - IDR vs SBD
CURRFX/INRALL,Currency Exchange Rates - INR vs ALL
CURRFX/INRBZD,Currency Exchange Rates - INR vs BZD
CURRFX/INRBMD,Currency Exchange Rates - INR vs BMD
CURRFX/LYDCNY,Currency Exchange Rates - LYD vs CNY
CURRFX/RUBLBP,Currency Exchange Rates - RUB vs LBP
CURRFX/INRCHF,Currency Exchange Rates - INR vs CHF
CURRFX/INRHNL,Currency Exchange Rates - INR vs HNL
CURRFX/LYDIDR,Currency Exchange Rates - LYD vs IDR
CURRFX/IDRPYG,Currency Exchange Rates - IDR vs PYG
CURRFX/ILSIDR,Currency Exchange Rates - ILS vs IDR
CURRFX/INRJPY,Currency Exchange Rates - INR vs JPY
CURRFX/IDRUYU,Currency Exchange Rates - IDR vs UYU
CURRFX/INRLSL,Currency Exchange Rates - INR vs LSL
CURRFX/KYDIDR,Currency Exchange Rates - KYD vs IDR
CURRFX/IDRRWF,Currency Exchange Rates - IDR vs RWF
CURRFX/INRANG,Currency Exchange Rates - INR vs ANG
CURRFX/INRHRK,Currency Exchange Rates - INR vs HRK
CURRFX/IDRTRY,Currency Exchange Rates - IDR vs TRY
CURRFX/INRRWF,Currency Exchange Rates - INR vs RWF
CURRFX/KYDRUB,Currency Exchange Rates - KYD vs RUB
CURRFX/INRBBD,Currency Exchange Rates - INR vs BBD
CURRFX/INRHTG,Currency Exchange Rates - INR vs HTG
CURRFX/INRUYU,Currency Exchange Rates - INR vs UYU
CURRFX/INRBDT,Currency Exchange Rates - INR vs BDT
CURRFX/INRNGN,Currency Exchange Rates - INR vs NGN
CURRFX/INRSGD,Currency Exchange Rates - INR vs SGD
CURRFX/INRWST,Currency Exchange Rates - INR vs WST
CURRFX/MRORUB,Currency Exchange Rates - MRO vs RUB
CURRFX/RUBCLP,Currency Exchange Rates - RUB vs CLP
CURRFX/INRCNY,Currency Exchange Rates - INR vs CNY
CURRFX/INRHUF,Currency Exchange Rates - INR vs HUF
CURRFX/IQDRUB,Currency Exchange Rates - IQD vs RUB
CURRFX/INRKPW,Currency Exchange Rates - INR vs KPW
CURRFX/INRSHP,Currency Exchange Rates - INR vs SHP
CURRFX/JPYCNY,Currency Exchange Rates - JPY vs CNY
CURRFX/INRMVR,Currency Exchange Rates - INR vs MVR
CURRFX/NADRUB,Currency Exchange Rates - NAD vs RUB
CURRFX/INRMMK,Currency Exchange Rates - INR vs MMK
CURRFX/INRPYG,Currency Exchange Rates - INR vs PYG
CURRFX/JODIDR,Currency Exchange Rates - JOD vs IDR
CURRFX/INREUR,Currency Exchange Rates - INR vs EUR
CURRFX/INRMNT,Currency Exchange Rates - INR vs MNT
CURRFX/INRUAH,Currency Exchange Rates - INR vs UAH
CURRFX/INRKMF,Currency Exchange Rates - INR vs KMF
CURRFX/KWDRUB,Currency Exchange Rates - KWD vs RUB
CURRFX/LBPIDR,Currency Exchange Rates - LBP vs IDR
CURRFX/INRLRD,Currency Exchange Rates - INR vs LRD
CURRFX/INRSYP,Currency Exchange Rates - INR vs SYP
CURRFX/JMDIDR,Currency Exchange Rates - JMD vs IDR
CURRFX/MZNAUD,Currency Exchange Rates - MZN vs AUD
CURRFX/MKDINR,Currency Exchange Rates - MKD vs INR
CURRFX/MROGBP,Currency Exchange Rates - MRO vs GBP
CURRFX/MYREUR,Currency Exchange Rates - MYR vs EUR
CURRFX/INRPLN,Currency Exchange Rates - INR vs PLN
CURRFX/IQDIDR,Currency Exchange Rates - IQD vs IDR
CURRFX/SOSCNY,Currency Exchange Rates - SOS vs CNY
CURRFX/MDLIDR,Currency Exchange Rates - MDL vs IDR
CURRFX/MMKIDR,Currency Exchange Rates - MMK vs IDR
CURRFX/RSDRUB,Currency Exchange Rates - RSD vs RUB
CURRFX/ISKINR,Currency Exchange Rates - ISK vs INR
CURRFX/MVRGBP,Currency Exchange Rates - MVR vs GBP
CURRFX/QARGBP,Currency Exchange Rates - QAR vs GBP
CURRFX/INRSRD,Currency Exchange Rates - INR vs SRD
CURRFX/LBPINR,Currency Exchange Rates - LBP vs INR
CURRFX/LSLGBP,Currency Exchange Rates - LSL vs GBP
CURRFX/PKRGBP,Currency Exchange Rates - PKR vs GBP
CURRFX/INRTMT,Currency Exchange Rates - INR vs TMT
CURRFX/NOKINR,Currency Exchange Rates - NOK vs INR
CURRFX/PGKGBP,Currency Exchange Rates - PGK vs GBP
CURRFX/IRRIDR,Currency Exchange Rates - IRR vs IDR
CURRFX/MXNGBP,Currency Exchange Rates - MXN vs GBP
CURRFX/NZDINR,Currency Exchange Rates - NZD vs INR
CURRFX/RSDCNY,Currency Exchange Rates - RSD vs CNY
CURRFX/KZTINR,Currency Exchange Rates - KZT vs INR
CURRFX/LYDINR,Currency Exchange Rates - LYD vs INR
CURRFX/MKDCNY,Currency Exchange Rates - MKD vs CNY
CURRFX/KPWINR,Currency Exchange Rates - KPW vs INR
CURRFX/MXNINR,Currency Exchange Rates - MXN vs INR
CURRFX/NOKRUB,Currency Exchange Rates - NOK vs RUB
CURRFX/MADIDR,Currency Exchange Rates - MAD vs IDR
CURRFX/MXNIDR,Currency Exchange Rates - MXN vs IDR
CURRFX/OMRIDR,Currency Exchange Rates - OMR vs IDR
CURRFX/KRWCNY,Currency Exchange Rates - KRW vs CNY
CURRFX/RONRUB,Currency Exchange Rates - RON vs RUB
CURRFX/RUBSHP,Currency Exchange Rates - RUB vs SHP
CURRFX/KRWINR,Currency Exchange Rates - KRW vs INR
CURRFX/TNDRUB,Currency Exchange Rates - TND vs RUB
CURRFX/USDCNY,Currency Exchange Rates - USD vs CNY
CURRFX/MYRGBP,Currency Exchange Rates - MYR vs GBP
CURRFX/PKRIDR,Currency Exchange Rates - PKR vs IDR
CURRFX/QARINR,Currency Exchange Rates - QAR vs INR
CURRFX/LAKCNY,Currency Exchange Rates - LAK vs CNY
CURRFX/MDLGBP,Currency Exchange Rates - MDL vs GBP
CURRFX/LSLINR,Currency Exchange Rates - LSL vs INR
CURRFX/MZNCNY,Currency Exchange Rates - MZN vs CNY
CURRFX/PENRUB,Currency Exchange Rates - PEN vs RUB
CURRFX/MOPRUB,Currency Exchange Rates - MOP vs RUB
CURRFX/NZDRUB,Currency Exchange Rates - NZD vs RUB
CURRFX/NADGBP,Currency Exchange Rates - NAD vs GBP
CURRFX/RONIDR,Currency Exchange Rates - RON vs IDR
CURRFX/RUBOMR,Currency Exchange Rates - RUB vs OMR
CURRFX/MXNCNY,Currency Exchange Rates - MXN vs CNY
CURRFX/RONCNY,Currency Exchange Rates - RON vs CNY
CURRFX/RUBBIF,Currency Exchange Rates - RUB vs BIF
CURRFX/NGNIDR,Currency Exchange Rates - NGN vs IDR
CURRFX/NPRIDR,Currency Exchange Rates - NPR vs IDR
CURRFX/PABRUB,Currency Exchange Rates - PAB vs RUB
CURRFX/MROCNY,Currency Exchange Rates - MRO vs CNY
CURRFX/MZNGBP,Currency Exchange Rates - MZN vs GBP
CURRFX/QARRUB,Currency Exchange Rates - QAR vs RUB
CURRFX/MVRIDR,Currency Exchange Rates - MVR vs IDR
CURRFX/RUBAZN,Currency Exchange Rates - RUB vs AZN
CURRFX/RUBDKK,Currency Exchange Rates - RUB vs DKK
CURRFX/MYRCNY,Currency Exchange Rates - MYR vs CNY
CURRFX/PABCNY,Currency Exchange Rates - PAB vs CNY
CURRFX/RUBCAD,Currency Exchange Rates - RUB vs CAD
CURRFX/PGKRUB,Currency Exchange Rates - PGK vs RUB
CURRFX/RUBEGP,Currency Exchange Rates - RUB vs EGP
CURRFX/RUBJPY,Currency Exchange Rates - RUB vs JPY
CURRFX/PKRRUB,Currency Exchange Rates - PKR vs RUB
CURRFX/RUBKPW,Currency Exchange Rates - RUB vs KPW
